,id,name,artists,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,lyrics
18,0JP9xo3adEtGSdUEISisz,Moonlight,XXXTENTACION,0.9209999999999999,0.537,9.0,-5.723,0.0,0.0804,0.556,0.00404,0.102,0.711,128.009,135090.0,4.0,"  [Intro] Yeah  [Chorus] Spotlight, uh, moonlight, uh Nigga, why you trippin'? Get your mood right, uh Shawty look good in the moonlight All these pussy niggas so bad mind Spotlight, moonlight Nigga, why you trippin'? Get your mood right Shawty look good in the moonlight All these pussy niggas so bad mind Spotlight, uh, moonlight Nigga, why you trippin'? Get your mood right, uh Shawty look good in the moonlight All these pussy niggas so bad mind Spotlight, moonlight Nigga, why you trippin'? Get your mood right Shawty look good in the moonlight All these pussy niggas so bad mind  [Verse] Feel like I'm destined I don't need no Smith & Wesson, no Boy, who you testin'? Fuck a Scantron, here's your lesson, oh Knife in intestine Takin' shots at all your brethren, no Feel like I'm damaged Girl I know you fucking planned this  [Bridge] All alone, call my phone, make me feel right Girl you know when you call, make me feel right All alone, call my phone, make me feel right Girl you know when you call, make me feel right  [Chorus] Spotlight, uh, moonlight, uh Nigga, why you trippin'? Get your mood right, uh Shawty look good in the moonlight All these pussy niggas so bad mind Spotlight, moonlight Nigga, why you trippin'? Get your mood right Shawty look good in the moonlight All these pussy niggas so bad mind Spotlight, uh, moonlight Nigga, why you trippin'? Get your mood right, uh Shawty look good in the moonlight All these pussy niggas so bad mind Spotlight, moonlight Nigga, why you trippin'? Get your mood right Shawty look good in the moonlight All these pussy niggas so bad mind"
19,4qKcDkK6siZ7Jp1Jb4m0a,Look Alive (feat. Drake),BlocBoy JB,0.922,0.581,10.0,-7.495,1.0,0.27,0.0010400000000000001,5.8599999999999995e-05,0.105,0.595,140.02200000000002,181263.0,4.0,"  [Intro: Drake, BlocBoy JB & Lil Juice] Tay Keith, fuck these niggas up! Yeah, yeah (ooh) Yeah (ooh) 6 God, BlocBoy, 6 God, BlocBoy (ooh) (word) 6 God, BlocBoy, 6 God, BlocBoy (ooh) (BlocBoy, 6 God) Yeah (hey)  [Chorus: Drake & BlocBoy JB] 901 Shelby Drive, look alive, look alive ('live) Niggas came up on this side, now they on the other side (word, word, word) Oh well, fuck 'em, dawg, we gon' see how hard they ride (huh, fuck 'em) I get racks to go outside and I split it with the guys (outside) We up on the other side, niggas actin' like we tied I've been gone since, like, July, niggas actin' like I died They won't be expectin' shit when Capo go to slide (hah) 'Cause I told them that we put that shit behind us but I lied (hah)  [Verse 1: Drake] Ayy, ayy, look who I'm around, man If I fucked up, I'ma be downtown, man Fourth floor bound, man, that's if I get caught, man Pushed me to the edge, so it really ain't my mothafuckin' fault Man, I'm not to blame, man, this fuckin' industry is cutthroat I'm not the same, man, and I could let you check the tag now I'm rockin' name brand, I'm only chasin' after bags now I got a game plan and I'm out here with the woo!  [Chorus: Drake & BlocBoy JB] 700, three high fives, look alive, look alive ('live) Niggas came up on this side, now they on the other side (word, word, word) Oh well, fuck 'em, dawg, we gon' see how hard they ride (huh, fuck 'em) I get racks to go outside and I split it with the guys (outside) We up on the other side, niggas actin' like we tied I've been gone since, like, July, niggas actin' like I died They won't be expectin' shit when Capo go to slide (hah) 'Cause I told them that we put that shit behind us but I— (hah)  [Verse 2: BlocBoy JB] Bitch, come through (through) You and you (you) I'ma get the money (word) Dr—Dr—Drizzy get the loot (the loot) Pu—pu—pull up with that Draco (huh?) Play with Drake and I'ma shoot (that's on my mama) My—my—my weapon be a instrument I'll blow you like a flute (rrah) Ni—ni—nigga play so he feelin' it (feelin' it) Pu—pull up broad day with a K, now he shiverin' (he shiverin') Drop a nigga like he litterin' (huh?) W—w—we at your door like we the delivery (yeah, yeah, yeah) He not a plug, he middle man (middle man) That—that nigga brown like cinnamon (cinnamon) I got the rounds like Sugar Ray Robinson (uh) Shot to the chest have you gaspin' for oxygen (shots) I'ma spray 'em, just like Febreze (huh, like Febreze) Came a long way from sittin' in the nosebleeds (in the nosebleeds) Now a nigga on the floor talkin' to the athletes (to the athletes) Now I'm so close to the game that I could steal the stat sheet (stat sheet) It's Bloc  [Chorus: Drake & BlocBoy JB] 901 Shelby Drive, look alive, look alive ('live) Niggas came up on this side, now they on the other side (word, word, word) Oh well, fuck 'em, dawg, we gon' see how hard they ride (huh, fuck 'em) I get racks to go outside and I split it with the guys (outside) We up on the other side, niggas actin' like we tied I've been gone since, like, July, niggas actin' like I died They won't be expectin' shit when Capo go to slide (hah) 'Cause I told them to put that shit behind us but I lied (hah)  [Outro: Drake & BlocBoy JB] Behind me but I lied (that's on my mama)"
20,5CLGzJsGqhCEECcpnFQA8,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",Rudimental,0.653,0.809,0.0,-4.0569999999999995,1.0,0.0474,0.19399999999999998,0.0,0.165,0.55,92.213,210773.0,4.0,"  [Intro: Macklemore] I know you moved onto someone new Hope life is beautiful You were the light for me to find my truth I just wanna say, thank you  [Verse 1: Dan Caplen] Leaving to find my soul Told her I had to go And I know it ain't pretty When our hearts get broke Too young to feel this old Watching us both turn cold Oh, I know it ain't pretty When two hearts get broke Yeah, I know it ain't pretty When two hearts get broke  [Chorus: Jess Glynne] I hope someday we'll sit down together And laugh with each other about these days, these days All our troubles, we'll lay to rest and We'll wish we could come back to these days, these days  [Post-Chorus: Jess Glynne & Dan Caplen] Oh, I know, I know Oh, I know, I know Oh, I know, I know These days, these days Oh, I know, I know Oh, I know, I know Oh, I know, I know These days, these days  [Verse 2: Dan Caplen & Jess Glynne] Three years of ups and downs Nothing to show for it now And I know it ain't pretty when the fire burns out Calling me when I'm drunk, remind me of what I've done And I know it ain't pretty when you're trying to move on, yeah  [Chorus: Jess Glynne & Dan Caplen] I hope someday we'll sit down together And laugh with each other about these days, these days All our troubles, we'll lay to rest and We'll wish we could come back to these days, these days  [Post-Chorus: Jess Glynne & Dan Caplen] Oh, I know, I know Oh, I know, I know Oh, I know, I know These days, these days Oh, I know, I know Oh, I know, I know Oh, I know, I know To these days, these days, oh  [Verse 3: Macklemore] Cigarettes in the ashtray Reminiscing on those past days I thought you’d end up with my last name But that changed And I travelled around the world Think where you living at now? I heard you moved to Austin Got an apartment and settled down And every once in a while, I start texting Write a paragraph, but then I delete the message Think about you like a past time I could cry you a river, get you baptized or I wasn't ready to act right Used to always think I'd get you back, right They say that things fall apart We were gonna move to Brooklyn You were gonna study art Love is just a tool To remind us who we are And that we are not alone When we're walking in the dark  [Chorus: Jess Glynne & Dan Caplen] I hope someday we'll sit down together And laugh with each other about these days, these days All our troubles, we'll lay to rest and We'll wish we could come back to these days, these days  [Outro: Jess Glynne & Dan Caplen] We'll wish we could come back to these days, these days"
21,3V8UKqhEK5zBkBb6d6ub8,Te Bot? - Remix,Nio Garcia,0.903,0.675,11.0,-3.445,0.0,0.214,0.542,1.28e-05,0.0595,0.442,96.507,417920.0,4.0,"  [Letra de ""Te Boté (Remix)"" ft. Darell, Nicky Jam & Ozuna]  [Intro: Darell & Ozuna] Wo-oh Oh-oh (Oh-oh) Wo-oh, yeh (Yeh-yeh) Este e' el verdadero remix, ¡baby! (Na-na) Eso e' así (Ozuna) Paso mucha' noche' pensándote Yo no sé ni cómo ni cuándo fue (Eh) Pero sólo sé que yo recordé (Eh-eh) Cómo te lo hacía yo aquella vez (Oh-oh) Sí, yo no puedo seguir solo (Jeje) Pero sé que te boté (Pero sé; que te boté)  [Estribillo: Ozuna] De mi vida te boté, yeh, y te boté (Oh-oh) Te di banda y te solté, yo te solté (Oh-oh) Pal' carajo usté' se fue, y usté' se fue (Na-na) De mi vida te boté, yo te boté, yeh, yeh, mami (Ozuna)  [Verso 1: Bad Bunny] Baby, la vida e' un ciclo (Wuh) Y lo que no sirve yo no lo reciclo (No) Así que de mi vida muévete Que si te lo meto e' pa' recordar un T.B.T., yeh (Yeh) Ya yo me cansé de tus mentira' Ahora hay una más dura que me tira (Yeh) Todo tiene su final, todo expira (Yeh) Tú ere' pasado y el pasado nunca vira Arranca pal' carajo (¡Wuh!), mi cuerpo no te necesita (No) Lo que pide e' un perreo sucio en La Placita No creo que lo nuestro se repita Dale, prende un Phillie, deja uno ready pa' ahorita, yeh (¡Brr!)  [Pre-Estribillo: Bad Bunny] Odio saber que en ti una ve' má' yo confié Odio to' lo' ""te amo"" que mil vece' te texteé Baby, mejor que tú, ahora tengo como die' Lo nuestro iba en un Bugatti y te quedaste a pie  [Estribillo: Bad Bunny] Yo te boté; te di banda y te solté, yo te solté Pal' carajo te mandé, yo te mandé Y a tu amiga me clavé, me la clavé Fuck you, hijo 'e puta, yeh (¡Huh!)  [Verso 2: Darell] (Esta e' la verdadera vuelta, ¿oíste, baby'?) Bebé, yo te boté (¡Ja!) Y desde que te di esa' botá', las gata' son de tre' en tre' (Eso e' así) Si tú quiere', pregunta, si no me cree' (Baby) Que ya no tengo estré', pa' completar las filas son express (¡Ja-ja!) ¿Tú viste cómo el mundo se te fue al revé'? Y yo con ella en R.D. (Jajajaja), que me enamoró el día que la probé Yo ya no creo que vuelva y te dé, mami, porque el servicio te lo cancelé Si no respondo (¡Ja!) el problema va a tocar fondo Mami, respira hondo mientra' te lo escondo (Eso e' así) Contigo obliga'o hoy yo me pongo el condón Pero postea'o a media cancha, baby, como Rondón (¡Ja!) Yo a ti te di una sepultura dura (Eso e' así) Yo sé que con el tiempo la herida se cura (Por ley) E' que en verdá' que tú no está' a esa altura (¡Ja!) Te lo juro por Dio' aunque por Dio' no se jura (¡Ra-ta-ta-tá!)  [Estribillo: Darell & Nio García] Bebé, yo te boté (E' que bebé yo te boté) Te di banda y te solté (Te di banda y te solté; pa' que sepa') Pa'l carajo te mandé, eh, eh (¿Tú me está' entendiendo lo que te estamo' queriendo decir?; pa'l carajo te mandé) De mi vida te saqué, eh, eh (Esta es la verdadera vuelta; Real G4 Life, my nigga, ¡huh!)  [Verso 3: Casper Mágico] (Nosotro' somos Los Mágicos, bebé; ¡Casper!) Pa'l carajo te boté (Pa'l carajo te boté; ¡wouh!) Yo sin ti me siento bien (Yo sin ti me siento bien; ah) Ya no sufro por amore', ahora rompo corazone' Y sobran las paca' de cien (Las paca' de cien) Tú me rompiste el corazón (Tú me rompiste el corazón; ¡wuh!) Sin sentido y sin razón (Sin sentido y sin razón; ah) Pero tengo un culo nuevo que me da mucho cariño Y me chinga bien cabrón (Bien cabrón)  [Estribillo: Casper Mágico] No te lo vo'a negar que te sufrí, la pasé mal Pero te superé y de mi vida te boté (Yo te boté) Y te di banda y te solté (Y te solté) Y de ti no quiero saber (Quiero saber) Y pa'l carajo te mandé, hoy me voy a beber (Me voy a beber)  [Verso 4: Ozuna] Ozuna De mi vida te boté y yo sé que no ere' cualquiera Me pasaré la vida entera preguntando a dónde fue Pero tu amiga me textea siempre que ella me desea Se tira una foto conmigo y me dice: ""Pa' que tú la veas""  [Refrán: Ozuna] Prendo pa' ver si me olvido De tu nombre, tus beso', tu cuerpo, tus gemido' (Oh) Lo hacíamo' en el carro, me gritaba al oído Cierro los ojo' y pienso en todo lo que hicimo', baby (Oh-oh, baby) Prendo pa' ver si me olvido De tu nombre, tus beso', tu cuerpo, tus gemido' (Oh-oh) Lo hacíamo' en el carro, me gritaba al oído Cierro los ojo' y pienso en todo lo que hicimo', baby (Oh)  [Verso 5: Nio García] ¡Nio! Yo te di confianza y me fallaste Te burlaste de mí y me humillaste Lejo' de aquí te fuiste y ni explicaste Viste mi película y viraste ¿Ahora quiere' saber lo que pienso de ti? Me siento cabrón porque no estás aquí Así como viniste tú te puedes ir (Te puedes ir; ¡uh-yeh!)  [Estribillo: Nio García] No te voy a negar que te sufrí, la pasé mal Pero me superé y de mi vida te boté, y te boté Te di banda y te solté, yo te solté Pa'l carajo te mandé, yo te mandé Y de mi vida te saqué, yo te saqué Bebé, yo te boté  [Verso 6: Nicky Jam] Miento si digo que no me hace falta cuando me rozaba tu piel (Rozaba tu piel) Miento si digo que no me hace falta que llames al amanecer (Al amanecer) Pidiéndome que te agarre bien duro en la cama y te haga mi mujer (Te haga mi mujer) Aprovecho el remix con Ozu' para mandarte pa'l carajo también (Carajo también)  [Puente: Nicky Jam] No quiero mentira' ni tu falsedad Me voy pa' la calle esta noche a rumbear Me bebo dos trago' y te voy a olvidar Me voy con las babys que quieran jugar No quiero mentira' ni tu falsedad Me voy pa' la calle esta noche a rumbear Me bebo dos trago' y te voy a olvidar Me voy con las babys que quieran jugar  [Estribillo: Nicky Jam] Bebé, yo te boté, te boté Te di banda y te solté, yo te solté (Solté) Pa'l carajo te mandé, yo te mandé Y de mi vida te saqué, yo te saqué (Yo te saqué)  [Outro: Bad Bunny, Nicky Jam, Ozuna, Darell, *Nio García* & **Casper Mágico**] Yeh-yeh-yeh-yeh Yeah Bad Bunny, baby, bebé N-I-C-K This is the remix Nicky-Nicky-Nicky Jam Casper Darell Nio García Yao' Ozuna ¡Ozuna! ""El Negrito 'e Ojo' Claros"" This is the remix Flow La Movie Oh-oh-oh, Young Martino Hear This Music *Young Martino* (Jajaja) DJ Nelson (¡Ey!) **Mera, dime, Kronix Magical** (Pa' que sepa) Esta es la verdadera vuelta, ¿oíste, baby? **Los de la magía** *Flow La Movie* **Mira, indica, Shorty Complete** Pa' que sepa **El verdadero hijo 'e puta de las voce'** Eso e' así ¡Ra-ta-ta-tá!"
22,7uzmGiiJyRfuViKKK3lVm,Mine,Bazzi,0.71,0.789,4.0,-3.8739999999999997,1.0,0.0722,0.0161,2.77e-06,0.451,0.7170000000000001,142.929,131064.0,4.0,"  [Verse 1: Beyoncé] I've been watching for the signs Took a trip to clear my mind, oh Now I'm even more lost And you're still so fine, oh my, oh my Been having conversations about breakups and separations I'm not feeling like myself since the baby Are we gonna even make it? Oh 'Cause if we are, we're taking this a little too far If we are, we're taking this a little too far Baby, if we are, we're taking this a little too far Me being wherever I'm at, worried about wherever you are We're taking this a little too far We're taking this a little too far We're taking this a little too far  [Chorus 1: Drake] Know you wanna roll with a good girl Do it big, do it all for a good girl One time, this is a song for the good girl Don’t sleep when you know you got it good, girl One time, this is a song for the good girl Wanna roll, wanna roll with a good girl? One time, this is a song for the good girl And I still keep it hood, still treat you like I should Wassup?  [Verse 2: Beyoncé] On my mind, up past my bedtime, no rest at the kingdom Alone in my place, my heart is away, all that I can think of is We should get married, we should get married Let's stop holding back on this and let's get carried away  [Pre-Chorus: Beyoncé] Stop making a big deal out of the little things 'Cause I got big deals and I got little things Got everything I'm asking for but you Stop making a big deal out of the little things Let's get carried away Come right now, you know where I stay  [Chorus 2: Drake & Beyoncé] I just wanna say, you're mine, you're mine I just wanna say, you're mine, you're mine Fuck what you heard, you're mine, you're mine All I'm really asking for is you You're mine, you're mine I just wanna say, you're mine, you're mine Fuck what you heard, you're mine, you're mine As long as you know who you belong to  [Chorus 1: Drake] Know you wanna roll with a good girl Do it big do it all for a good girl One time, this is a song for the good girl Don’t sleep when you know you got it good, girl One time, this is a song for the good girl Wanna roll, wanna roll with a good girl? One time, this is a song for the good girl And I still keep it hood, still treat you like I should Wassup?  [Verse 3: Drake] From eight until late, I think ‘bout you You own my nights, I don’t know what to do, do I can't get no rest, can't get no sleep This whole thing got way too deep and we should  [Pre-Chorus: Drake] Stop making a big deal out of the little things 'Cause I got big deals and I got little things Got everything I'm asking for but you Stop making a big deal out of the little things Let's get carried away Come right now, you know where I stay  [Chorus 2: Drake & Beyoncé] I just wanna say, you're mine, you're mine I just wanna say, you're mine, you're mine Fuck what you heard, you're mine, you're mine All I'm really asking for is you You're mine, you're mine I just wanna say, you're mine, you're mine Fuck what you heard, you're mine, you're mine As long as you know who you belong to  [Chorus 1: Drake] Know you wanna roll with a good girl Do it big do it all for a good girl One time, this is a song for the good girl Don’t sleep when you know you got it good, girl One time, this is a song for the good girl Wanna roll, wanna roll with a good girl? One time, this is a song for the good girl And I still keep it hood, still treat you like I should Wassup...  [Verse 4: Drake] (Pull up on you) I gotta pull up on you You gon' make me have to pull up on you Don’t go ghost on me, I'ma go Thriller on you, I'ma just I'ma let my hands do the talking when I see you baby girl I miss feeling on you, I miss everything that's real about you And that's everything about you that's just how I feel about you I been about you and I’m still about you but We ain't finished talking I told you you don’t need to worry about them bitches All them fives need to listen when the ten is talking 'Cause they don’t wanna see you happier than them And girl you swear they all ya friends and that's been a problem You the one they hate, just come with that I know you think it's funny that your ex is not a running back But that nigga came running back And you tell me that you’re done with that And I believe it's true As long as you know who you belong to  [Outro: Beyoncé] All I’m really asking for is you Long as you know who you belong to"
23,2iUXsYOEPhVqEBwsqP70r,Youngblood,5 Seconds of Summer,0.596,0.8540000000000001,7.0,-5.114,0.0,0.46299999999999997,0.0169,0.0,0.124,0.152,120.274,203418.0,4.0,"  [Verse 1: Luke] Remember the words you told me ""Love me 'til the day I die"" Surrender my everything 'Cause you made me believe you're mine Yeah, you used to call me baby Now you're calling me by name Takes one to know one, yeah You beat me at my own damn game  [Pre-Chorus: Luke] You push and you push and I'm pulling away Pulling away from you I give and I give and I give and you take Give and you take  [Chorus: Luke & All] Youngblood Say you want me, say you want me out of your life And I'm just a dead man walking tonight But you need it, yeah, you need it all of the time Yeah, ooh, ooh, ooh Youngblood Say you want me, say you want me back in your life So I’m just a dead man crawling tonight 'Cause I need it, yeah, I need it all of the time Yeah, ooh, ooh, ooh  [Verse 2: Luke] Lately our conversations End like it's the last goodbye Then one of us gets too drunk And calls about a hundred times So, who you been calling baby? Nobody could take my place When you’re looking at those strangers Hope to God you see my face  [Chorus: Luke & All] Youngblood Say you want me, say you want me out of your life And I'm just a dead man walking tonight But you need it, yeah, you need it all of the time Yeah, ooh, ooh, ooh Youngblood Say you want me, say you want me back in your life So I’m just a dead man crawling tonight 'Cause I need it, yeah, I need it all of the time Yeah, ooh, ooh, ooh  [Bridge: Luke] You push and you push and I'm pulling away Pulling away from you I give and I give and I give and you take Give and you take You're running around and I'm running away Running away from you, mmm, from you  [Chorus: All] Youngblood Say you want me, say you want me out of your life And I'm just a dead man walking tonight But you need it, yeah, you need it all of the time Yeah, ooh, ooh, ooh Youngblood Say you want me, say you want me back in your life So I’m just a dead man crawling tonight 'Cause I need it, yeah, I need it all of the time Yeah, ooh, ooh, ooh  [Outro: All] You push and you push and I'm pulling away Pulling away from you I give and I give and I give and you take Give and you take Youngblood Say you want me Say you want me out of your life And I'm just a dead man walking tonight"
24,2xJCMIJfcNYDc5iR0sAm2,New Rules,Dua Lipa,0.762,0.7,9.0,-6.021,0.0,0.0694,0.0026100000000000003,1.56e-05,0.153,0.608,116.073,209320.0,4.0,"  [Intro] One, one, one, one, one  [Verse 1] Talkin' in my sleep at night, makin' myself crazy (Out of my mind, out of my mind) Wrote it down and read it out, hopin' it would save me (Too many times, too many times)  [Refrain] My love, he makes me feel like nobody else, nobody else But my love, he doesn't love me, so I tell myself, I tell myself  [Pre-Chorus] One: Don't pick up the phone You know he's only callin' 'cause he's drunk and alone Two: Don't let him in You'll have to kick him out again Three: Don't be his friend You know you're gonna wake up in his bed in the morning And if you're under him, you ain't gettin' over him  [Chorus] I got new rules, I count 'em I got new rules, I count 'em I gotta tell them to myself I got new rules, I count 'em I gotta tell them to myself  [Verse 2] I keep pushin' forwards, but he keeps pullin' me backwards (Nowhere to turn, no way) (Nowhere to turn, no) Now I'm standin' back from it, I finally see the pattern (I never learn, I never learn)  [Refrain] But my love, he doesn't love me, so I tell myself, I tell myself I do, I do, I do  [Pre-Chorus] One: Don't pick up the phone You know he's only callin' 'cause he's drunk and alone Two: Don't let him in You'll have to kick him out again Three: Don't be his friend You know you're gonna wake up in his bed in the morning And if you're under him, you ain't gettin' over him  [Chorus] I got new rules, I count 'em I got new rules, I count 'em I gotta tell them to myself I got new rules, I count 'em I gotta tell them to myself  [Bridge] Practice makes perfect I'm still tryna learn it by heart (I got new rules, I count 'em) Eat, sleep, and breathe it Rehearse and repeat it, 'cause I (I got new)  [Pre-Chorus] One: Don't pick up the phone (yeah) You know he's only callin' 'cause he's drunk and alone (alone) Two: Don't let him in (uh-ooh) You'll have to kick him out again (again) Three: Don't be his friend You know you're gonna wake up in his bed in the morning And if you're under him, you ain't gettin' over him  [Chorus] I got new rules, I count 'em I got new rules, I count 'em (Whoa-ooh, whoa-ooh, whoa) I gotta tell them to myself I got new rules, I count 'em (Baby, you know I count 'em) I gotta tell them to myself  [Outro] Don't let him in, don't let him in Don't, don't, don't, don't Don't be his friend, don't be his friend Don't, don't, don't, don't Don't let him in, don't let him in Don't, don't, don't, don't Don't be his friend, don't be his friend Don't, don't, don't, don't You're gettin' over him"
25,7qiZfU4dY1lWllzX7mPBI,Shape of You,Ed Sheeran,0.825,0.652,1.0,-3.1830000000000003,0.0,0.0802,0.581,0.0,0.0931,0.9309999999999999,95.977,233713.0,4.0,"  [Verse 1] The club isn't the best place to find a lover So the bar is where I go Me and my friends at the table doing shots Drinking fast and then we talk slow And you come over and start up a conversation with just me And trust me I'll give it a chance now Take my hand, stop, put Van the Man on the jukebox And then we start to dance, and now I'm singing like  [Pre-Chorus] Girl, you know I want your love Your love was handmade for somebody like me Come on now, follow my lead I may be crazy, don't mind me Say, boy, let's not talk too much Grab on my waist and put that body on me Come on now, follow my lead Come, come on now, follow my lead  [Chorus] I'm in love with the shape of you We push and pull like a magnet do Although my heart is falling too I'm in love with your body And last night you were in my room And now my bed sheets smell like you Every day discovering something brand new I'm in love with your body Oh—I—oh—I—oh—I—oh—I I'm in love with your body Oh—I—oh—I—oh—I—oh—I I'm in love with your body Oh—I—oh—I—oh—I—oh—I I'm in love with your body Every day discovering something brand new I'm in love with the shape of you  [Verse 2] One week in we let the story begin We're going out on our first date You and me are thrifty, so go all you can eat Fill up your bag and I fill up a plate We talk for hours and hours about the sweet and the sour And how your family is doing okay Leave and get in a taxi, then kiss in the backseat Tell the driver make the radio play, and I'm singing like  [Pre-Chorus] Girl, you know I want your love Your love was handmade for somebody like me Come on now, follow my lead I may be crazy, don't mind me Say, boy, let's not talk too much Grab on my waist and put that body on me Come on now, follow my lead Come, come on now, follow my lead  [Chorus] I'm in love with the shape of you We push and pull like a magnet do Although my heart is falling too I'm in love with your body And last night you were in my room And now my bed sheets smell like you Every day discovering something brand new I'm in love with your body Oh—I—oh—I—oh—I—oh—I I'm in love with your body Oh—I—oh—I—oh—I—oh—I I'm in love with your body Oh—I—oh—I—oh—I—oh—I I'm in love with your body Every day discovering something brand new I'm in love with the shape of you  [Bridge] Come on, be my baby, come on Come on, be my baby, come on Come on, be my baby, come on Come on, be my baby, come on Come on, be my baby, come on Come on, be my baby, come on Come on, be my baby, come on Come on, be my baby, come on  [Chorus] I'm in love with the shape of you We push and pull like a magnet do Although my heart is falling too I'm in love with your body Last night you were in my room And now my bed sheets smell like you Every day discovering something brand new I'm in love with your body Come on, be my baby, come on Come on, be my baby, come on I'm in love with your body Come on, be my baby, come on Come on, be my baby, come on I'm in love with your body Come on, be my baby, come on Come on, be my baby, come on I'm in love with your body Every day discovering something brand new I'm in love with the shape of you"
26,45Egmo7icyopuzJN0oMEd,Love Lies (with Normani),Khalid,0.708,0.648,6.0,-5.626,1.0,0.0449,0.0956,0.0,0.134,0.33799999999999997,143.955,201707.0,4.0,"  [Verse 1: Khalid] Sorry if it's hard to catch my vibe, mmm I need a lover to trust, tell me you're on my side Are you down for the ride? It's not easy for someone to catch my eye But I've been waitin' for you for my whole damn life For my whole lifetime  [Pre-Chorus: Khalid] Don't be afraid to tell me if you ain't with it (You ain't with it) I see you're focused, yeah you're so independent (Independent) It's hard for me to open up, I'll admit it (I'll admit it) You've got some shit to say and I'm here to listen  [Chorus: Khalid & Normani] So baby, tell me where your love lies Waste the day and spend the night Underneath the sunrise Show me where your love lies  [Verse 2: Normani] I've been so into your mystery Is it because of our history? Are you into me? When it feels so good, but it's bad for you Can't say I don't want it 'cause I know I do Come on over, I need your company Cravin' that synergy  [Pre-Chorus: Normani] Don't be afraid to tell me if you ain't with it (You ain't with it) I see you're focused, yeah, you're so independent (Independent) It's hard for me to open up, I'll admit it (I'll admit it) You've got some shit to say and I'm here to listen  [Chorus: Khalid & Normani] So baby, tell me where your love lies Waste the day and spend the night Underneath the sunrise Show me where your love lies Tell me where your love lies Waste the day and spend the night Underneath the sunrise Show me where your love lies  [Bridge: Khalid & Normani / Khalid & Normani] If you're down, don't hide it Feelin' me, you don't gotta deny it Baby you gon' make me overnight it Tell me, are you down? If you're down, don't hide it (Yeah) Feelin' me, you don't gotta deny it (Yeah) Baby you gon' make me overnight it Tell me, are you down? (Tell me)  [Chorus: Khalid & Normani / Normani] Tell me where your love lies (Tell me where your love lies) Waste the day and spend the night (Waste the day, spend the night) Underneath the sunrise (Underneath the sunrise) Show me where your love lies (Tell me where your love lies) Tell me where your love lies (Show me where your love lies) Waste the day and spend the night (Yeah, yeah) Underneath the sunrise (Ooh) Show me where your love lies"
27,4e4fqjx0Izh4svvTef1z7,Meant to Be (feat. Florida Georgia Line),Bebe Rexha,0.642,0.772,10.0,-6.61,1.0,0.0848,0.0476,0.0,0.0646,0.589,153.995,164205.0,4.0,"  [Verse 1: Florida Georgia Line] Baby, lay on back and relax Kick your pretty feet up on my dash No need to go nowhere fast Let's enjoy right here where we at  [Pre-Chorus 1: Florida Georgia Line] Who knows where this road is supposed to lead? We got nothing, but time As long as you're right here next to me, everything's gonna be alright  [Chorus: Florida Georgia Line] If it's meant to be, it'll be, it'll be Baby, just let it be If it's meant to be, it'll be, it'll be Baby, just let it be So won't you ride with me, ride with me? See where this thing goes If it's meant to be, it'll be, it'll be Baby, if it's meant to be  [Verse 2: Bebe Rexha] I don't mean to be so uptight But my heart's been hurt a couple times By a couple guys that didn't treat me right I ain't gon' lie, ain't gon' lie 'Cause I'm tired of the fake love Show me what you're made of Boy, make me believe  [Pre-Chorus 2: Florida Georgia Line] Whoa, hold up girl, don't you know you're beautiful? And it's easy to see  [Chorus: Bebe Rexha & Florida Georgia Line] If it's meant to be, it'll be, it'll be Baby, just let it be If it's meant to be, it'll be, it'll be Baby, just let it be So won't you ride with me, ride with me? See where this thing goes If it's meant to be, it'll be, it'll be Baby, if it's meant to be  [Post-Chorus: Bebe Rexha & Florida Georgia Line] So c'mon, ride with me, ride with me See where this thing goes So c'mon, ride with me, ride with me Baby, if it's meant to be  [Bridge: Bebe Rexha, Florida Georgia Line, Both] Maybe we do Maybe we don't Maybe we will Maybe we won't  [Chorus: Bebe Rexha, Florida Georgia Line, Both] But if it's meant to be, it'll be, it'll be Baby, just let it be (Sing it, baby) If it's meant to be, it'll be, it'll be (C'mon) Baby, just let it be (Let's go) So won't you ride with me, ride with me? See where this thing goes (Come for a ride) If it's meant to be, it'll be, it'll be Baby, if it's meant to be (Yeah)  [Outro: Florida Georgia Line, Bebe Rexha, Both] If it's meant to be, it'll be, it'll be Baby, if it's meant to be If it's meant to be, it'll be, it'll be Baby, if it's meant to be"
